Startup Name,Industry,Country,Funding Stage,Amount Raised (USD),Funding Date,Number of Employees,Year
Barnett LLC,Tech,India,Series A,6703319.0,2020-05-27,81,2020
"Smith, Rodgers and Nolan",Education,Germany,Series B,48622026.0,2016-01-21,72,2016
Kelly-Hoffman,AI,Netherlands,Seed,84364.0,2021-10-26,299,2021
Santos Inc,AI,Canada,Series B,39817084.0,2022-03-23,13,2022
Collins-Terry,Finance,Canada,Series C,166346992.0,2018-06-02,484,2018
"Barr, Sullivan and Anderson",Health,UK,Seed,204076.0,2017-04-08,11,2017
Owens LLC,Gaming,Canada,Series C,107576325.0,2018-07-29,324,2018
Wheeler-Holmes,AI,USA,Series A,2689908.0,2016-01-24,105,2016
Campbell-Bell,Gaming,USA,IPO,497615766.0,2020-04-19,185,2020
Singleton-Coleman,Health,India,Series C,195149581.0,2023-01-13,187,2023
"Cunningham, Little and Acosta",E-commerce,USA,Series C,168847252.0,2020-05-10,144,2020
Franco-Smith,Finance,Germany,IPO,360959494.0,2023-07-29,383,2023
Mcclure PLC,Gaming,France,Series C,193677895.0,2018-01-16,351,2018
Freeman-Sullivan,SaaS,UK,Seed,368889.0,2016-05-25,133,2016
Larson Ltd,Finance,Australia,Series A,1892478.0,2016-12-16,342,2016
Cunningham Inc,SaaS,Canada,IPO,835364997.0,2020-06-26,171,2020
Pierce-Mclaughlin,E-commerce,USA,IPO,381786242.0,2024-08-16,120,2024
"Gates, Freeman and Foster",Tech,Canada,IPO,338199696.0,2024-11-21,302,2024
Meadows and Sons,Tech,France,Series C,115574193.0,2025-05-29,92,2025
"Perry, Kim and Preston",Tech,UK,Seed,338716.0,2018-09-25,344,2018
Tran-Thompson,SaaS,India,Series B,18751075.0,2023-04-21,310,2023
Smith Ltd,Health,USA,Series A,4972829.0,2016-04-07,276,2016
Gutierrez LLC,Gaming,Australia,Series A,2023602.0,2016-01-09,373,2016
Mcintyre and Sons,Health,UK,IPO,400496295.0,2025-12-10,390,2025
"Williams, Smith and Martin",SaaS,Germany,Series C,138204439.0,2018-01-03,446,2018
Levy Ltd,Education,USA,IPO,658378803.0,2023-08-05,373,2023
Galvan-Smith,SaaS,Netherlands,Series A,5439828.0,2023-08-12,259,2023
"Mathis, Williams and Colon",Education,UK,Series B,23616490.0,2025-09-06,72,2025
"Clark, Walsh and Robertson",Finance,UK,Series C,52035793.0,2021-07-01,106,2021
"House, Reed and Sanchez",Tech,Australia,Series B,49219809.0,2018-07-22,218,2018
Larsen LLC,AI,France,Series A,4292307.0,2024-04-02,160,2024
Park LLC,Health,Canada,Series B,18788682.0,2016-02-16,325,2016
Schneider-Randolph,Health,India,Series A,1850618.0,2016-07-04,99,2016
Davis-Garcia,Gaming,Canada,Seed,425245.0,2022-09-21,265,2022
"Weiss, Pugh and Rodriguez",Finance,UK,Series B,23197292.0,2017-06-17,491,2017
Mccoy Group,AI,UK,Series C,69356614.0,2020-12-15,392,2020
"Maxwell, Cruz and Hood",Finance,Canada,Series B,27917236.0,2022-07-16,278,2022
"Jensen, Brown and Guzman",Gaming,UK,Seed,113125.0,2024-03-28,181,2024
"Wilkins, Thomas and Garner",Tech,Netherlands,Series A,6198108.0,2017-07-24,457,2017
Torres LLC,Health,Canada,Seed,310422.0,2019-06-12,321,2019
"Gordon, Phelps and Thompson",Finance,India,Seed,125229.0,2019-08-09,275,2019
Ruiz-Moss,SaaS,France,IPO,592775438.0,2023-09-10,37,2023
Erickson-Schroeder,E-commerce,Germany,Series A,6157525.0,2022-01-02,310,2022
"Anderson, Sandoval and Gordon",E-commerce,Canada,Series B,38198351.0,2025-03-30,131,2025
Simmons-Long,Education,Canada,Series B,41932809.0,2020-12-21,427,2020
Coleman-Huber,Gaming,Australia,Series A,8236015.0,2023-07-28,37,2023
Bennett LLC,SaaS,India,Series A,8145728.0,2016-09-15,490,2016
Hall-Watson,AI,Germany,Series B,37425708.0,2025-11-04,71,2025
Griffin-Cole,AI,UK,Series B,27467224.0,2019-08-04,190,2019
Swanson LLC,SaaS,Canada,IPO,348250553.0,2021-02-18,141,2021
King LLC,AI,USA,Series A,8516191.0,2017-10-09,223,2017
Carter Inc,Gaming,USA,Series A,1857704.0,2023-12-02,386,2023
Kramer-Cunningham,Gaming,UK,Series C,106463718.0,2024-03-20,182,2024
Velez Inc,Finance,USA,IPO,525723019.0,2019-06-21,282,2019
Carlson Group,Gaming,Germany,Series C,152101198.0,2016-03-18,402,2016
"Livingston, Jackson and Allen",AI,India,Series B,42761223.0,2020-06-24,126,2020
Aguilar-Harmon,E-commerce,Australia,Seed,454009.0,2021-01-04,400,2021
"Farrell, Holland and Ford",E-commerce,France,Seed,239609.0,2018-07-06,392,2018
Tate-Riley,Tech,Australia,Seed,111257.0,2019-12-25,195,2019
Haas PLC,Tech,France,Seed,458288.0,2023-03-14,104,2023
Boyle-Murphy,AI,Netherlands,Seed,144747.0,2016-03-31,197,2016
Gould Inc,Health,Australia,Series B,46572073.0,2019-06-18,260,2019
Hughes-Hicks,AI,France,Series A,4110924.0,2018-11-21,143,2018
Marshall-Hammond,E-commerce,USA,IPO,759280705.0,2019-10-14,121,2019
"White, Lopez and Sandoval",AI,Germany,IPO,788711238.0,2023-07-03,13,2023
"Watson, Duran and Gutierrez",Tech,Netherlands,Series A,1673510.0,2023-07-18,195,2023
Howe Ltd,Gaming,USA,IPO,443935695.0,2018-08-05,299,2018
Fernandez Ltd,E-commerce,India,Seed,422505.0,2017-04-06,227,2017
"Thompson, Acosta and Fisher",AI,Germany,IPO,728127548.0,2018-03-01,188,2018
Scott-Hall,SaaS,Netherlands,IPO,589718321.0,2019-08-18,155,2019
Gilbert LLC,AI,USA,IPO,809765376.0,2021-12-29,233,2021
"Sherman, Roy and Ward",Health,India,Series A,6023454.0,2019-05-16,6,2019
Torres-Pierce,Tech,France,Series C,62616672.0,2016-12-18,458,2016
"Velez, Williams and Weber",AI,Australia,Series C,188202689.0,2017-12-16,345,2017
Stone Group,Finance,Australia,Series B,34544692.0,2017-06-08,430,2017
Mcdaniel-Randolph,Gaming,Netherlands,Series B,26705527.0,2024-10-26,248,2024
"Stewart, Hernandez and Cordova",Education,Australia,Series C,147409249.0,2016-11-10,136,2016
Lozano Ltd,Gaming,France,Series C,164096124.0,2022-02-06,340,2022
Williams-Carpenter,Health,France,Series B,28684819.0,2018-10-04,76,2018
Fitzgerald Ltd,Gaming,Australia,Seed,279408.0,2025-09-28,410,2025
Clark-Lee,SaaS,India,IPO,629989441.0,2024-07-16,43,2024
Soto-Johnson,Tech,Canada,Seed,332923.0,2025-11-24,238,2025
Davis-Hines,Health,Germany,Series A,4972036.0,2016-06-30,449,2016
Holland-Williams,AI,Canada,IPO,878027416.0,2021-01-12,141,2021
"Medina, Rodriguez and Salinas",Health,Canada,Series A,3504085.0,2024-04-16,240,2024
"Richardson, Ortiz and Reese",Gaming,Netherlands,Seed,372901.0,2025-04-18,224,2025
"Ramirez, Curtis and Harrison",Tech,Canada,Seed,480562.0,2018-11-04,100,2018
Farrell and Sons,Health,France,Series A,5558083.0,2018-02-24,434,2018
"Hendrix, Jordan and Gonzalez",SaaS,Germany,Seed,356884.0,2019-12-20,209,2019
Garcia-Hendricks,Health,Canada,Series C,160718078.0,2019-02-08,271,2019
Nelson and Sons,Education,USA,Seed,399850.0,2023-08-03,108,2023
"Townsend, Fisher and Blake",Health,India,IPO,251946502.0,2018-01-12,401,2018
"Chen, Diaz and Robles",Gaming,Australia,Series B,29715062.0,2022-03-02,425,2022
Vang-Roberts,SaaS,Germany,Series C,107962385.0,2018-04-23,354,2018
"Chan, Hamilton and Rivera",Education,Canada,IPO,313602917.0,2016-08-15,263,2016
Peters PLC,Finance,India,Series C,187789792.0,2024-10-04,174,2024
Simmons PLC,E-commerce,France,Series B,18650601.0,2024-02-25,322,2024
Sparks-Greene,Health,Germany,Series C,170345148.0,2023-02-04,121,2023
Landry-Haynes,Education,Australia,Series B,22724090.0,2022-02-22,10,2022
Myers-Vang,E-commerce,UK,Seed,363545.0,2016-07-24,500,2016
Beltran and Sons,Health,UK,IPO,498175968.0,2022-05-07,24,2022
"Rose, Jones and Russell",Tech,Germany,Seed,250071.0,2017-07-22,222,2017
Turner-Wilkerson,Finance,France,Series C,96075065.0,2022-09-08,352,2022
"Hamilton, Miller and Burnett",Finance,Netherlands,Seed,339382.0,2021-01-18,312,2021
Jensen Group,E-commerce,Canada,Series A,9337533.0,2023-10-14,299,2023
Mcclure-Williams,AI,France,Series C,165714071.0,2020-06-25,377,2020
Martin-Freeman,SaaS,France,IPO,293149896.0,2018-06-17,308,2018
Vargas-Washington,Finance,USA,IPO,600528727.0,2024-06-04,409,2024
"Dixon, Parker and Roach",Finance,Canada,Series C,131034317.0,2016-12-08,423,2016
Cook-Weiss,Health,Netherlands,Series B,16241730.0,2022-09-05,357,2022
Green-Lambert,E-commerce,India,Series C,76641508.0,2025-10-04,461,2025
"Larson, Booth and Mcfarland",Finance,India,Seed,487952.0,2023-08-19,75,2023
"Lee, Smith and Wilson",Finance,India,IPO,330985138.0,2018-05-16,475,2018
Saunders-Davis,Finance,Germany,Series C,196209802.0,2022-12-16,445,2022
Hodge-Daniel,SaaS,Netherlands,Series C,138173458.0,2020-07-07,492,2020
"Gomez, White and Marshall",Finance,France,IPO,824683030.0,2024-03-05,467,2024
Martin-Wells,Tech,USA,Series A,8720731.0,2022-08-04,332,2022
"Horton, Ayala and Graham",Gaming,Australia,Series B,32556345.0,2018-03-31,208,2018
Bradley-Guerrero,SaaS,Netherlands,Series B,31485994.0,2023-05-09,67,2023
Ramirez and Sons,Health,France,Series A,3098247.0,2023-05-03,28,2023
Palmer Group,SaaS,USA,IPO,409034314.0,2023-10-25,260,2023
Galvan and Sons,SaaS,Canada,Seed,479029.0,2020-09-24,325,2020
Lawrence-Graham,Education,Australia,Series A,1288328.0,2021-12-21,421,2021
Holt-Lawrence,E-commerce,Germany,IPO,463534910.0,2024-03-02,468,2024
"Fitzpatrick, Hill and Martinez",E-commerce,Germany,Series A,7420334.0,2022-10-12,481,2022
Lang Ltd,AI,Netherlands,Seed,419383.0,2019-09-16,419,2019
"Douglas, Kelley and Gonzales",Education,UK,IPO,256110594.0,2017-03-10,199,2017
"Zavala, Wilson and Berg",SaaS,France,Series A,1419819.0,2019-08-08,187,2019
"Jackson, Black and Taylor",Gaming,Australia,Series C,61651938.0,2016-08-27,231,2016
Garcia Ltd,SaaS,Netherlands,Series B,10733495.0,2016-05-26,88,2016
Harrington PLC,Tech,Germany,Series C,69060882.0,2017-06-08,156,2017
Hines-Jackson,AI,Australia,Series C,151694905.0,2025-05-13,55,2025
Miller-Drake,Tech,India,Seed,252781.0,2016-04-25,286,2016
Martinez-Blackwell,Education,Australia,IPO,870561851.0,2019-11-21,162,2019
"Saunders, Dominguez and White",Education,Germany,Series C,181269377.0,2017-02-21,463,2017
"Medina, Mckinney and Quinn",Finance,Australia,Series C,100359379.0,2019-04-02,204,2019
Roberts-Mann,Finance,Netherlands,Series C,182958266.0,2024-12-27,274,2024
"Abbott, Stanley and Frazier",Gaming,Germany,IPO,761693854.0,2023-08-01,71,2023
"Miller, Rowe and Goodman",Education,UK,Series B,31414467.0,2025-12-14,107,2025
Mccormick-Anderson,SaaS,India,Seed,445839.0,2016-07-05,385,2016
"Hill, Johnson and Wilson",Finance,Canada,Series A,7418873.0,2017-10-08,65,2017
Cunningham-Shaw,Gaming,Australia,Series A,9117980.0,2020-01-06,293,2020
"Santos, Smith and King",Tech,Germany,Series B,12997569.0,2018-11-10,202,2018
"Jones, Shaffer and Gray",Finance,Canada,Series A,9215771.0,2022-11-12,220,2022
"Miller, Hinton and Cochran",Education,UK,Seed,126587.0,2017-01-07,54,2017
"Rivera, Griffin and English",E-commerce,Canada,Series C,51127573.0,2025-07-19,266,2025
"Dyer, Silva and Graham",AI,Australia,Series B,46437198.0,2020-12-12,107,2020
King-Greer,Health,France,IPO,728907232.0,2020-02-03,187,2020
Garcia-Robles,AI,India,Series C,191577418.0,2018-07-01,148,2018
Beasley-Murphy,E-commerce,Canada,Seed,345687.0,2021-11-10,417,2021
Olson-Coleman,AI,USA,Series C,127005495.0,2024-02-06,141,2024
Williams-Frye,AI,Germany,Seed,134995.0,2020-06-18,294,2020
"Rodriguez, Stuart and Jordan",Education,Germany,Series A,6665600.0,2023-12-08,280,2023
"Lewis, Flores and Parsons",E-commerce,Germany,Series A,8029008.0,2017-11-09,239,2017
Long-Brown,Tech,USA,Seed,160242.0,2022-10-12,432,2022
Sanders Inc,Education,USA,Series B,15930063.0,2025-10-11,272,2025
Perez-Wilson,Gaming,France,Series B,10599457.0,2021-10-30,440,2021
Montgomery Ltd,Education,India,Series A,6069708.0,2016-05-05,15,2016
Sharp Group,SaaS,Canada,Series C,75841785.0,2024-03-05,79,2024
Wong PLC,Health,Netherlands,Seed,55154.0,2017-01-19,419,2017
"Smith, Zamora and Watson",Education,France,IPO,423901963.0,2019-10-03,201,2019
Mccullough Inc,Tech,Netherlands,Series C,89199885.0,2022-02-21,210,2022
Velez PLC,Education,Netherlands,IPO,433401857.0,2022-06-07,258,2022
"Kelly, Compton and Bowen",Tech,Australia,Series C,119665952.0,2023-10-28,472,2023
Morris and Sons,Finance,France,Series C,171154820.0,2022-01-19,89,2022
Clark-Leon,Gaming,Netherlands,IPO,658877546.0,2018-09-21,84,2018
Cardenas PLC,E-commerce,USA,Series A,9986395.0,2016-05-06,251,2016
"Gregory, Lynch and Perkins",E-commerce,UK,Series C,111409106.0,2018-11-24,328,2018
Drake Ltd,Finance,Netherlands,Seed,448619.0,2017-07-27,106,2017
"Patel, Jimenez and Morgan",Gaming,Canada,Series B,31359311.0,2017-05-15,476,2017
Payne LLC,E-commerce,Germany,IPO,218383153.0,2017-05-23,96,2017
Sullivan and Sons,Education,Germany,IPO,706179332.0,2019-01-10,98,2019
"Long, Frye and Sanchez",Gaming,Canada,Series C,139998945.0,2019-11-15,97,2019
Morrison-May,Education,France,Seed,70983.0,2020-08-10,141,2020
Hardin LLC,Finance,UK,IPO,719824313.0,2016-08-11,97,2016
"James, Burnett and Jones",E-commerce,USA,Series C,70691614.0,2019-12-08,388,2019
"Stevens, Johnson and Morrison",Education,India,Series A,8131577.0,2018-03-14,34,2018
Rodriguez-Nelson,Education,Australia,Series C,144261722.0,2016-09-13,296,2016
Robinson-Collins,SaaS,Germany,Series C,128808390.0,2017-05-01,359,2017
Pearson and Sons,Health,USA,Series A,6784954.0,2017-04-15,340,2017
Kim-Harris,AI,India,Series B,22218240.0,2025-01-24,439,2025
Cook PLC,SaaS,USA,Seed,71382.0,2022-05-22,131,2022
Wright-Greene,E-commerce,Netherlands,IPO,766686427.0,2016-05-23,366,2016
Rodriguez LLC,E-commerce,Netherlands,Series C,183087387.0,2021-11-11,36,2021
Lin-Young,Health,Canada,Seed,171453.0,2025-03-03,83,2025
"Bailey, Zhang and Tucker",Education,Canada,Seed,444822.0,2025-04-02,473,2025
Ortiz and Sons,AI,Netherlands,IPO,229196695.0,2024-03-08,474,2024
"Moore, Fleming and Baker",Finance,India,Series A,4615540.0,2019-01-26,17,2019
"Smith, Gibbs and Turner",SaaS,USA,Series C,195798498.0,2019-02-02,393,2019
"Moore, Jefferson and Smith",AI,Germany,Series B,36879270.0,2018-10-15,49,2018
Turner-Hoover,Tech,Australia,Series A,5102986.0,2016-03-23,215,2016
Bryant Inc,Finance,Netherlands,Series A,6572766.0,2023-09-04,54,2023
Jenkins Group,Education,France,Seed,265326.0,2023-12-19,420,2023
"Hayes, Flores and Freeman",AI,USA,Series B,10084595.0,2017-10-19,329,2017
"Flores, David and Berg",Health,Australia,Series B,23628345.0,2018-06-15,126,2018
"Bridges, Hammond and Aguirre",E-commerce,Netherlands,Series A,3076239.0,2018-04-22,90,2018
Solis Group,Gaming,India,Series B,32975510.0,2016-09-16,50,2016
Ochoa-Morton,Gaming,India,Series A,3938769.0,2021-11-05,455,2021
"Lloyd, Whitney and Richardson",Gaming,UK,Seed,235552.0,2017-12-05,476,2017
"Gates, Thompson and Mitchell",Tech,USA,Series C,92311789.0,2025-02-19,128,2025
"Johnson, Harrison and Bush",Finance,Canada,Seed,236852.0,2020-02-10,99,2020
Frederick-Nicholson,Tech,Australia,Series B,49225476.0,2020-12-23,176,2020
"Klein, Hatfield and Kennedy",Tech,Netherlands,Series C,70586796.0,2024-10-11,51,2024
"Jones, Gomez and Brooks",Health,Netherlands,IPO,633650477.0,2025-09-03,324,2025
"Velazquez, Cooper and Bowers",AI,USA,Series B,16332469.0,2016-11-16,161,2016
Bradley Ltd,AI,UK,IPO,881183735.0,2017-11-19,118,2017
Harrison-Taylor,E-commerce,Germany,Series C,78146249.0,2020-05-31,253,2020
Gardner PLC,AI,Canada,IPO,476945300.0,2022-01-27,253,2022
"Fernandez, Peters and Williams",Education,Canada,Series A,9516136.0,2016-08-04,59,2016
"Dudley, Russell and Rodriguez",SaaS,UK,Series C,166628292.0,2025-02-25,300,2025
"Morgan, Rojas and Miller",Gaming,France,Series A,2055612.0,2018-01-15,320,2018
"Pope, Pena and Harrell",AI,India,IPO,398470951.0,2025-04-07,141,2025
Fleming Inc,Tech,Netherlands,IPO,918991903.0,2021-09-14,106,2021
"Marshall, Camacho and Smith",Gaming,Australia,Series B,30842494.0,2020-02-08,143,2020
Terry-Pena,Education,Germany,Series A,4526549.0,2018-10-12,252,2018
Valentine and Sons,Finance,Germany,Series B,48376237.0,2017-01-25,39,2017
Curtis PLC,Tech,Netherlands,Seed,247775.0,2022-08-26,73,2022
"Vincent, Beard and Lee",Tech,India,Series B,43018988.0,2020-07-17,387,2020
Lynch-Mason,AI,Canada,Series C,183340285.0,2018-07-30,465,2018
Wood-Morris,AI,Netherlands,Series B,38849497.0,2016-04-06,366,2016
Mcbride LLC,E-commerce,USA,Seed,111327.0,2017-01-30,30,2017
"Bush, Vaughan and Stokes",Finance,UK,Series B,49166226.0,2017-08-06,470,2017
Duffy-Lang,Health,India,Series B,14289580.0,2024-03-12,16,2024
Bentley-Brown,Health,Germany,Seed,386613.0,2022-05-29,188,2022
Hodge-Barr,AI,India,IPO,474790024.0,2017-12-25,458,2017
Cherry-Turner,E-commerce,USA,Series B,12338587.0,2017-07-03,411,2017
"Knox, Rosales and Gonzalez",Tech,UK,Seed,385487.0,2025-06-28,272,2025
Rodriguez PLC,AI,USA,Series C,182699800.0,2024-08-26,249,2024
Reed-Williams,AI,Germany,Series A,5243341.0,2019-10-06,132,2019
"Bennett, Evans and Mathews",Finance,France,Series A,2724388.0,2018-04-09,137,2018
Lopez Ltd,SaaS,France,Series A,6174747.0,2021-03-19,97,2021
Koch-Vang,AI,Germany,IPO,478653171.0,2023-08-15,473,2023
Fisher-Smith,SaaS,USA,Series C,107502138.0,2022-05-06,67,2022
"Mcbride, Nelson and Abbott",Gaming,USA,Series A,8229575.0,2022-10-20,174,2022
Haynes-May,SaaS,France,Seed,51433.0,2024-06-22,443,2024
Wheeler PLC,AI,Canada,Series C,111222206.0,2019-07-10,320,2019
Barker LLC,Health,Netherlands,Series A,5779861.0,2023-11-06,137,2023
Ramos Ltd,Education,Netherlands,Series C,124062121.0,2019-02-16,38,2019
Fleming-Wright,Health,Netherlands,Series C,56346975.0,2019-03-31,53,2019
Duncan Inc,Gaming,USA,Series A,8132554.0,2016-03-20,364,2016
"Arias, Sherman and Silva",SaaS,Netherlands,IPO,227529933.0,2019-08-04,463,2019
Dyer PLC,Finance,UK,Series B,18363775.0,2021-10-05,136,2021
"Harris, Miller and Bailey",Finance,Canada,Series A,7837950.0,2017-05-07,233,2017
"Martin, Lee and Whitney",Tech,France,Series A,8597711.0,2019-10-08,399,2019
"Cox, Foster and Owen",SaaS,USA,Series B,11455047.0,2024-08-09,268,2024
Thomas-Jones,Tech,UK,Seed,72447.0,2021-11-26,151,2021
Howell-Cole,Tech,Canada,Seed,337988.0,2025-12-24,45,2025
"Gibson, Edwards and Henry",E-commerce,India,Series C,85866174.0,2016-12-12,119,2016
Hawkins-Perez,Gaming,Australia,Series B,19546890.0,2017-03-20,127,2017
Mills Inc,Gaming,USA,Seed,396730.0,2022-09-11,41,2022
"Evans, Smith and Zavala",Finance,UK,Series A,6032302.0,2018-10-30,146,2018
Chavez Group,Education,UK,Series A,3054021.0,2018-01-23,384,2018
Martinez-Ortiz,Gaming,Canada,Seed,282222.0,2017-06-27,325,2017
Jones-Williams,Education,UK,Series A,9957628.0,2023-09-18,183,2023
Moore Group,E-commerce,UK,Series A,3937991.0,2020-06-13,304,2020
Snyder PLC,E-commerce,USA,Series C,61486888.0,2017-08-22,425,2017
"Mccullough, Garrett and Bailey",SaaS,Australia,Series A,9707174.0,2024-01-23,180,2024
Mueller-Chambers,E-commerce,Canada,Series B,11286801.0,2025-04-16,64,2025
Martin-Terry,Tech,Australia,Series C,183783420.0,2024-10-25,152,2024
Huff-Smith,E-commerce,UK,Series A,8023948.0,2016-07-09,299,2016
"Robinson, Hayes and Marsh",Gaming,Netherlands,Series B,35889199.0,2025-03-14,21,2025
"Wilson, Ellis and Kelly",Finance,France,Series A,3026561.0,2021-03-03,424,2021
"Morales, Moreno and Cox",Gaming,France,Seed,297289.0,2016-01-20,159,2016
"Thompson, Trevino and Cooper",E-commerce,France,Series C,125965722.0,2016-08-11,238,2016
Mccullough-Mckee,Gaming,Canada,Series B,24544784.0,2017-05-18,8,2017
"Clark, Evans and Kaiser",Education,Netherlands,Seed,211618.0,2022-04-26,362,2022
Walsh LLC,Gaming,Australia,Series C,55900741.0,2016-12-22,293,2016
Reed-Russo,SaaS,Canada,Series C,120375449.0,2018-09-08,117,2018
Rodgers Inc,AI,Canada,Series B,43273444.0,2017-11-01,257,2017
Medina Inc,Finance,UK,Series B,30813032.0,2024-01-25,345,2024
